,seq,name,name2,content,isconfirmed,class
129,129,احمد سامي الجلبي ,سامي طه الحافظ,الداعيه الى الادب الملتزم و سعى الى اقامه تجمع ادبي في جريده فتى العراق و قد ضمت عبدالغفار الصائغ و عبدالحليم اللاوند و عبدالحميد التحافي و احمد المختار و ,True,COMPANIONSHIP
130,130,احمد سامي الجلبي ,سامي الجلبي,و اولى ,True,SAME PERSON
131,131,احمد سعدالدين زياده ,داود الملاح ال زياده,من الاسره الحقوقيه و الصحافيه اصدر جريده العمال و جريده فتى العراق في الموصل و هو كاتب ادبي قدير  ولد في الموصل و كان والد ه ,True,FAMILY
132,132,احمد سعدالدين زياده ,ابراهيم الجلبي,ب تاريخ 14/3/1931 الى متصرفيه لواء الموصل ب طلب تاسيس حزب العمال العراقي تكون الموصل مقرا ل ه و وقع الطلب عدد من رفاق ه مثل احمد النوح و ,True,COMPANIONSHIP
133,133,احمد سعدالدين زياده ,احمد الخشاب,ب طلب تاسيس حزب العمال العراقي تكون الموصل مقرا ل ه و وقع الطلب عدد من رفاق ه مثل احمد النوح و ابراهيم الجلبي و داود الجاسم الاطرقجي و ,True,COMPANIONSHIP
134,134,احمد سعدالدين زياده ,احمد حسين القصاب,حزب العمال العراقي تكون الموصل مقرا ل ه و وقع الطلب عدد من رفاق ه مثل احمد النوح و ابراهيم الجلبي و داود الجاسم الاطرقجي و احمد الخشاب و ,True,COMPANIONSHIP
135,135,احمد سعدالدين زياده ,احمد ذنون حمادي,و وقع الطلب عدد من رفاق ه مثل احمد النوح و ابراهيم الجلبي و داود الجاسم الاطرقجي و احمد الخشاب و احمد حسين القصاب ويونس حموك ه العلاف و ,True,COMPANIONSHIP
136,136,احمد سعدالدين زياده ,مصطفى ابراهيم الاطرقجي,من رفاق ه مثل احمد النوح و ابراهيم الجلبي و داود الجاسم الاطرقجي و احمد الخشاب و احمد حسين القصاب ويونس حموك ه العلاف و احمد ذنون حمادي و ,True,COMPANIONSHIP
137,137,احمد سعدالدين زياده ,ابراهيم الجلبي,غير هم و اصدر في 5/9/1931 جريده العمال ل تكون لسان حال الحزب قبل ان يبت في اجازه تاسيس ه ف اصبح مدير ها المسؤول و تولى ادارت ها ,True,WORK
138,138,احمد سعدالدين زياده ,ابراهيم الجلبي,اسهم زياده ب تاسيس عدد من الجمعيات مثل جمعيه القصابين و جمعيه الخشابين حيث كانت تحمل طابعا سياسيا معينا و في 28/2/1934 اصدر جريده فتى العراق و اسهم مع ,True,WORK
139,139,احمد سعيد حديد ,احمد سعيد حديد ,nan,True,SAME PERSON
140,140,احمد شوقي الحسيني ,فيصل الاول,على جبهه غاليسيا و قفقاسيا و جرح اكثر من مره و منح اوسمه عديده  انضم الى الجيش العربي و منح رتبه ملازم اول و عين مرافقا ل لملك ,True,WORK
141,141,احمد شوقي الحسيني ,ياسين الهاشمي,الى سوريه و عين ضابط تعليم في الفرقه الاولى في الجيش السوري و اشترك في الحركات حتى واقعه ميسلون و سقوط دمشق في يد الفرنسيين و من اصدقائ ه ,True,COMPANIONSHIP
142,142,احمد طلب ,ناظم الغزالي,على يد الفنان طه الحداد حيث كان ل ه الفضل الكبير في حقل مواهب ه  و تعلم العزف على اله الاورك  و هو معجب بام كلثوم و ,True,LIKE
143,143,احمد طلب ,احمد عبدالقادر الموصلي,nan,True,MISC
144,144,احمد طلب ,سيد احمد عبدالقادر سيد احمد الموصلي,احمد عبدالقادر الموصلي 1877-1941 ولد ,True,SAME PERSON
145,145,احمد طلب ,ال الكيالي,الكفر عام 1877 في الموصل في محله الجامع الكبير  و كان والد ه يعمل حائكا  و من اسره فقيره  نزحت الى الموصل من حلب و من ,True,FAMILY
146,146,احمد طلب ,سيد احمد,دخل ,True,SAME PERSON
147,147,احمد طلب ,الثاني الابتدائي,دخل سيد احمد الكتاب ثم المدرسه الابتدائيه و ترك ها و هو في الصف ,True,WRONG
148,148,احمد طلب ,علي حسين علي الصفو,كان يغنيه الحائكون في مدينه الموصل ل ارتباط ايقاع ه مع ايقاع حركه الجومه و النول  درس قراءه القران الكريم على قارئين مشهورين في الموصل هما : القارئ ,True,STUDY
149,149,احمد طلب ,ابراهيم العزاوي,الموصل ل ارتباط ايقاع ه مع ايقاع حركه الجومه و النول  درس قراءه القران الكريم على قارئين مشهورين في الموصل هما : القارئ علي حسين علي الصفو و ,True,STUDY
150,150,احمد طلب ,عثمان الموصلي,الجومه و النول  درس قراءه القران الكريم على قارئين مشهورين في الموصل هما : القارئ علي حسين علي الصفو و ابراهيم العزاوي  و درس المقام على الملا ,True,STUDY
151,151,احمد طلب ,رشيد القوندرجي,في الموصل هما : القارئ علي حسين علي الصفو و ابراهيم العزاوي  و درس المقام على الملا عثمان الموصلي و احمد الزيدان  ك ما درس الغناء على ,True,STUDY
152,152,احمد طلب ,سيد امين,و كان اخو ه ,True,FAMILY
153,153,احمد طلب ,سيد احمد,و كان اخو ه سيد امين قارئا متمكنا ايضا الا ان ه لم يصل الشاو الذي وصل الي ه ,True,SAME PERSON
154,154,احمد طلب ,سيد احمد,الاضافه الى المناقب النبويه و التواشيح و البستات و الطقطوقات و ل ه فضل على تطوير المقام حيث خفف من شدت ه و ادخل علي ه الانتقالات  اشتغل ,True,SAME PERSON
155,155,احمد طلب ,سيد احمد,و قرا ,True,SAME PERSON
156,156,احمد طلب ,عثمان الموصلي,غنى الاغاني في مقهى كامل الواقع في شارع حلب في الثلاثينات سمع ه الملا عثمان و هو يؤدي بعد ان تدرب علي ه و اتقن ه  طرب الملا ,True,STUDY
157,157,احمد طلب ,سيد احمد,بيتا من الشعر اجاز ه في ه ل قراءه المقام حيث قال ل ه : اطربت نا ب صوت ك يا احمد و مثلك في عصر نا لا يوجدتاثر ,True,SAME PERSON
158,158,احمد طلب ,عثمان الموصلي,في ه ل قراءه المقام حيث قال ل ه : اطربت نا ب صوت ك يا احمد و مثلك في عصر نا لا يوجدتاثر سيد احمد ب اداء الملا ,True,LIKE
159,159,احمد طلب ,سيد درويش,الصفتي و قلد ه و ك ما قلد سلامه حجازي في مقام قد حلا نظمي ورق الغزل و سجل ه على اسطوانه  و قلد في اسطوانات مسجله اغاني ,True,MISC
160,160,احمد طلب ,ليلى مراد,عبدالحي حلمي غير ان ه لم يسجل على اسطوانه تقليد ه ل ها  و اعجب ب غناء نادره و فتحيه احمد و سليمه مراد و سكينه حسن و ,True,LIKE
161,161,احمد طلب ,سيد احمد,لم يسجل على اسطوانه تقليد ه ل ها  و اعجب ب غناء نادره و فتحيه احمد و سليمه مراد و سكينه حسن و ليلى مراد  و كان ,True,SAME PERSON
162,162,احمد طلب ,سيد احمد,و عند ما ذاع صيت ,True,SAME PERSON
163,163,احمد طلب ,حكمت سيفالدين,امير حكاك عام 1954 على تسجيل تسع و عشرين اسطوانه  تقاضى على الاسطوانه الواحده عشر ليرات  و عند ما ذهب الى بيروت ل تسجيل الاغاني ب صحبه ,True,COMPANIONSHIP
164,164,احمد طلب ,سيد احمد,و بعد انتشار اسطوانات ,False,MISC
165,165,احمد طلب ,سيد احمد,ه في المشرق العربي جاء ه صاحب شركه او ديون خشادور شاهين الى الموصل عام 1925 و حاول الاتفاق مع ه على تسجيل اغاني ه في اسطوانات  امتنع ,False,WORK
166,166,احمد طلب ,سيد احمد,سنتين مع شركه بيضا فون  ف اقنع ه صاحب شركه او ديون على تسجيل الاغاني ب شرط عدم عرض ها ل لبيع الا بعد مرور السنتين  وافق ,False,WORK
