,0,1,2,3,4,5,6
124,احمد سامي الجلبي ,مظفر اللاوند,False,MISC,,,حركه الشواف عام 1959 كسبت ه حركه القوميين العرب في صفوف ها المتقدمه حيث عمل مع نجيب محمد علي و حسين الفخري و يوسف ذنون و سالم الحمداني و 
125,احمد سامي الجلبي ,عبدالغفار الصائغ,False,WSTUDY,جريده,,غريبه ، لماذا احبت ك انت و نشر عددا من المقالات النقديه الداعيه الى الادب الملتزم و سعى الى اقامه تجمع ادبي في جريده فتى العراق و قد ضمت 
126,احمد سامي الجلبي ,عبدالحليم اللاوند,False,WSTUDY,جريده,عبدالحليم اللاوند,احبت ك انت و نشر عددا من المقالات النقديه الداعيه الى الادب الملتزم و سعى الى اقامه تجمع ادبي في جريده فتى العراق و قد ضمت عبدالغفار الصائغ و 
127,احمد سامي الجلبي ,عبدالحميد التحافي,False,WSTUDY,جريده,عبدالحميد التحافي,و نشر عددا من المقالات النقديه الداعيه الى الادب الملتزم و سعى الى اقامه تجمع ادبي في جريده فتى العراق و قد ضمت عبدالغفار الصائغ و عبدالحليم اللاوند و 
128,احمد سامي الجلبي ,احمد المختار,False,WSTUDY,جريده,احمد محمد المختار,من المقالات النقديه الداعيه الى الادب الملتزم و سعى الى اقامه تجمع ادبي في جريده فتى العراق و قد ضمت عبدالغفار الصائغ و عبدالحليم اللاوند و عبدالحميد التحافي و 
129,احمد سامي الجلبي ,سامي طه الحافظ,False,WSTUDY,جريده,سامي طه الحافظ,الداعيه الى الادب الملتزم و سعى الى اقامه تجمع ادبي في جريده فتى العراق و قد ضمت عبدالغفار الصائغ و عبدالحليم اللاوند و عبدالحميد التحافي و احمد المختار و 
130,احمد سامي الجلبي ,سامي الجلبي,False,MISC,,,و اولى 
131,احمد سعدالدين زياده ,داود الملاح ال زياده,False,WSTUDY,جريده,,من الاسره الحقوقيه و الصحافيه اصدر جريده العمال و جريده فتى العراق في الموصل و هو كاتب ادبي قدير ، ولد في الموصل و كان والد ه 
132,احمد سعدالدين زياده ,ابراهيم الجلبي,False,WSTUDY,حزب,ابراهيم الجلبي,ب تاريخ 14/3/1931 الى متصرفيه لواء الموصل ب طلب تاسيس حزب العمال العراقي تكون الموصل مقرا ل ه و وقع الطلب عدد من رفاق ه مثل احمد النوح و 
133,احمد سعدالدين زياده ,احمد الخشاب,False,WSTUDY,حزب,,ب طلب تاسيس حزب العمال العراقي تكون الموصل مقرا ل ه و وقع الطلب عدد من رفاق ه مثل احمد النوح و ابراهيم الجلبي و داود الجاسم الاطرقجي و 
134,احمد سعدالدين زياده ,احمد حسين القصاب,False,,,,حزب العمال العراقي تكون الموصل مقرا ل ه و وقع الطلب عدد من رفاق ه مثل احمد النوح و ابراهيم الجلبي و داود الجاسم الاطرقجي و احمد الخشاب و 
135,احمد سعدالدين زياده ,احمد ذنون حمادي,False,MISC,,,و وقع الطلب عدد من رفاق ه مثل احمد النوح و ابراهيم الجلبي و داود الجاسم الاطرقجي و احمد الخشاب و احمد حسين القصاب ويونس حموك ه العلاف و 
136,احمد سعدالدين زياده ,مصطفى ابراهيم الاطرقجي,False,MISC,,,من رفاق ه مثل احمد النوح و ابراهيم الجلبي و داود الجاسم الاطرقجي و احمد الخشاب و احمد حسين القصاب ويونس حموك ه العلاف و احمد ذنون حمادي و 
137,احمد سعدالدين زياده ,ابراهيم الجلبي,False,WSTUDY,جريده,ابراهيم الجلبي,غير هم و اصدر في 5/9/1931 جريده العمال ل تكون لسان حال الحزب قبل ان يبت في اجازه تاسيس ه ف اصبح مدير ها المسؤول و تولى ادارت ها 
138,احمد سعدالدين زياده ,ابراهيم الجلبي,False,WSTUDY,جريده,ابراهيم الجلبي,اسهم زياده ب تاسيس عدد من الجمعيات مثل جمعيه القصابين و جمعيه الخشابين حيث كانت تحمل طابعا سياسيا معينا و في 28/2/1934 اصدر جريده فتى العراق و اسهم مع 
139,احمد سعيد حديد ,احمد سعيد حديد ,True,,,,
140,احمد شوقي الحسيني ,فيصل الاول,False,MISC,,,على جبهه غاليسيا و قفقاسيا و جرح اكثر من مره و منح اوسمه عديده ، انضم الى الجيش العربي و منح رتبه ملازم اول و عين مرافقا ل لملك 
141,احمد شوقي الحسيني ,ياسين الهاشمي,False,COMPANY,اشترك,,الى سوريه و عين ضابط تعليم في الفرقه الاولى في الجيش السوري و اشترك في الحركات حتى واقعه ميسلون و سقوط دمشق في يد الفرنسيين و من اصدقائ ه 
142,احمد طلب ,ناظم الغزالي,False,WSTUDY,تعلم,,على يد الفنان طه الحداد حيث كان ل ه الفضل الكبير في حقل مواهب ه ، و تعلم العزف على اله الاورك ، و هو معجب بام كلثوم و 
143,احمد طلب ,احمد عبدالقادر الموصلي,False,MISC,,,
144,احمد طلب ,سيد احمد عبدالقادر سيد احمد الموصلي,False,MISC,,,احمد عبدالقادر الموصلي 1877-1941 ولد 
145,احمد طلب ,ال الكيالي,False,FAMILY,والد,,الكفر عام 1877 في الموصل في محله الجامع الكبير ، و كان والد ه يعمل حائكا ، و من اسره فقيره ، نزحت الى الموصل من حلب و من 
146,احمد طلب ,سيد احمد,False,MISC,,,دخل 
147,احمد طلب ,الثاني الابتدائي,False,MISC,,,دخل سيد احمد الكتاب ثم المدرسه الابتدائيه و ترك ها و هو في الصف 
148,احمد طلب ,علي حسين علي الصفو,False,WSTUDY,درس,,كان يغنيه الحائكون في مدينه الموصل ل ارتباط ايقاع ه مع ايقاع حركه الجومه و النول ، درس قراءه القران الكريم على قارئين مشهورين في الموصل هما : القارئ 
149,احمد طلب ,ابراهيم العزاوي,False,WSTUDY,درس,ابراهيم حمادي العزاوي,الموصل ل ارتباط ايقاع ه مع ايقاع حركه الجومه و النول ، درس قراءه القران الكريم على قارئين مشهورين في الموصل هما : القارئ علي حسين علي الصفو و 
150,احمد طلب ,عثمان الموصلي,False,WSTUDY,درس,عثمان الموصلي,الجومه و النول ، درس قراءه القران الكريم على قارئين مشهورين في الموصل هما : القارئ علي حسين علي الصفو و ابراهيم العزاوي ، و درس المقام على الملا 
151,احمد طلب ,رشيد القوندرجي,False,WSTUDY,درس,,في الموصل هما : القارئ علي حسين علي الصفو و ابراهيم العزاوي ، و درس المقام على الملا عثمان الموصلي و احمد الزيدان ، ك ما درس الغناء على 
152,احمد طلب ,سيد امين,False,FAMILY,اخو,,و كان اخو ه 
153,احمد طلب ,سيد احمد,False,FAMILY,اخو,,و كان اخو ه سيد امين قارئا متمكنا ايضا الا ان ه لم يصل الشاو الذي وصل الي ه 
154,احمد طلب ,سيد احمد,False,MISC,,,الاضافه الى المناقب النبويه و التواشيح و البستات و الطقطوقات و ل ه فضل على تطوير المقام حيث خفف من شدت ه و ادخل علي ه الانتقالات ، اشتغل 
155,احمد طلب ,سيد احمد,False,WSTUDY,قرا,,و قرا 
156,احمد طلب ,عثمان الموصلي,False,MISC,,عثمان الموصلي,غنى الاغاني في مقهى كامل الواقع في شارع حلب في الثلاثينات سمع ه الملا عثمان و هو يؤدي بعد ان تدرب علي ه و اتقن ه ، طرب الملا 
157,احمد طلب ,سيد احمد,False,MENTION,قال,,بيتا من الشعر اجاز ه في ه ل قراءه المقام حيث قال ل ه : اطربت نا ب صوت ك يا احمد و مثلك في عصر نا لا يوجدتاثر 
